Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
12/8/2007,12/23/2012,Nonexempt,37.52
4/8/2023,4/8/2023,Nonexempt,26.49
6/23/2018,6/23/2018,Nonexempt,27.23
6/8/2015,6/8/2015,Nonexempt,31.6
6/1/2024,6/1/2024,Nonexempt,22.38
4/20/2024,4/20/2024,Nonexempt,35.54
4/13/2019,4/13/2019,Nonexempt,26.49
7/23/2014,7/23/2014,Nonexempt,27.91
2/17/2018,6/1/2024,Nonexempt,19.56
9/30/1969,7/13/2024,Nonexempt,19.53
11/27/2006,11/27/2006,Nonexempt,33.29
12/4/2021,12/4/2021,Nonexempt,25.23
8/23/2000,8/23/2000,Nonexempt,36.73
8/26/2017,8/26/2017,Nonexempt,27.23
3/8/2000,3/8/2000,Nonexempt,36.73
7/6/2020,6/29/2024,Exempt,"72,408.11"
12/2/2023,8/24/2024,Nonexempt,26.49
11/30/1973,1/19/2019,Nonexempt,20.65
4/8/2009,4/8/2009,Nonexempt,33.29
7/13/2024,7/13/2024,Nonexempt,22.31
3/31/2018,3/31/2018,Nonexempt,27.23
3/23/2024,3/23/2024,Nonexempt,20.95
7/8/2010,7/8/2010,Nonexempt,30.04
11/23/2004,11/23/2004,Exempt,"104,613.08"
7/3/2021,4/23/2022,Nonexempt,25.23
10/23/2004,10/23/2004,Nonexempt,39.4
8/24/2024,8/24/2024,Nonexempt,22.31
1/16/2021,1/16/2021,Nonexempt,25.23
8/23/1998,6/23/2010,Nonexempt,36.73
1/14/2023,3/23/2024,Nonexempt,23.17
7/23/2008,8/5/2008,Nonexempt,33.29
3/31/2018,3/31/2018,Nonexempt,27.23
1/23/2015,1/23/2015,Nonexempt,27.91
9/21/2024,9/21/2024,Nonexempt,24.62
10/21/2017,4/23/2022,Nonexempt,27.23
8/8/2000,8/8/2000,Nonexempt,27.39
2/23/1998,2/23/1998,Nonexempt,36.73
1/8/2008,2/15/2020,Nonexempt,27.41
6/1/2024,6/1/2024,Nonexempt,22.38
3/8/2008,3/8/2008,Nonexempt,31.71
4/23/2011,7/8/2014,Nonexempt,30.22
1/23/2011,1/23/2011,Nonexempt,30.04
3/4/1980,8/26/2023,Nonexempt,20.65
1/11/2016,6/23/2018,Nonexempt,27.23
8/27/2022,8/27/2022,Nonexempt,25.23
2/25/2023,2/25/2023,Nonexempt,24.62
7/2/2012,7/8/2013,Nonexempt,31.71
10/23/2011,10/23/2011,Nonexempt,31.71
8/8/2009,8/8/2009,Nonexempt,33.29
4/8/2023,4/8/2023,Nonexempt,24.01
10/6/1983,7/22/2017,Nonexempt,21.76
2/13/2021,2/13/2021,Nonexempt,25.23
6/8/2007,6/8/2007,Nonexempt,39.97
10/30/2021,10/30/2021,Nonexempt,25.23
1/19/2019,7/15/2023,Nonexempt,25.23
9/8/2015,9/8/2015,Nonexempt,31.6
12/2/2023,8/24/2024,Nonexempt,24.62
10/13/2018,3/12/2022,Nonexempt,26.49
4/20/2024,4/20/2024,Nonexempt,29.22
10/8/2010,5/26/2018,Nonexempt,30.94
8/24/2024,8/24/2024,Nonexempt,"40,688.00"
10/11/2022,10/11/2022,Nonexempt,"41,296.50"
4/25/2022,9/21/2024,Nonexempt,"50,000.00"
4/8/2016,4/8/2016,Nonexempt,"40,687.92"
4/25/2016,4/25/2016,Nonexempt,"47,958.94"
12/18/2017,7/27/2024,Nonexempt,20.67
9/23/2014,3/8/2016,Nonexempt,"47,958.94"
8/11/2008,10/9/2016,Nonexempt,"62,974.98"
9/13/2021,9/13/2021,Nonexempt,"42,722.32"
6/20/2023,8/26/2024,Nonexempt,"52,000.00"
9/28/2015,9/28/2015,Nonexempt,"50,894.53"
6/16/2008,9/21/2024,Exempt,"87,137.19"
9/11/2023,9/11/2023,Nonexempt,"46,890.68"
11/5/2012,7/29/2023,Exempt,"56,254.32"
1/8/1999,1/21/2018,Nonexempt,"64,749.82"
1/28/2023,1/28/2023,Nonexempt,19.82
3/23/2024,3/23/2024,Nonexempt,"46,890.68"
11/18/2023,11/18/2023,Nonexempt,"40,687.92"
10/7/2023,10/7/2023,Nonexempt,"46,890.68"
3/23/2024,3/23/2024,Nonexempt,"46,890.68"
1/5/2004,7/13/2024,Exempt,"68,301.00"
10/30/2006,7/1/2014,Nonexempt,"40,687.92"
7/8/2014,4/13/2015,Exempt,"70,395.49"
9/21/2024,9/21/2024,Nonexempt,19.56
8/12/2023,8/21/2023,Nonexempt,"46,588.80"
5/22/2021,9/12/2022,Nonexempt,"40,687.92"
8/16/1985,5/15/1996,Nonexempt,"86,635.92"
12/2/2023,2/10/2024,Nonexempt,"45,940.55"
6/23/2003,10/10/2022,Nonexempt,"55,152.56"
11/8/2000,8/26/2023,Nonexempt,"46,589.00"
2/23/2016,7/6/2020,Exempt,"60,833.10"
10/1/2015,3/28/2022,Exempt,"66,229.30"
7/15/2023,7/15/2023,Nonexempt,"51,750.00"
2/23/1999,8/16/2010,Nonexempt,"69,035.29"
2/16/1994,5/15/1996,Nonexempt,"76,200.87"
5/2/2005,2/16/2021,Exempt,"67,878.26"
3/30/2019,7/13/2024,Nonexempt,"41,277.60"
10/22/2022,10/22/2022,Nonexempt,"46,588.80"
11/4/2023,11/4/2023,Nonexempt,"41,774.67"
10/5/2024,10/5/2024,Nonexempt,"41,775.00"
3/14/2020,4/13/2020,Nonexempt,"47,958.94"
8/2/2006,7/31/2023,Nonexempt,"46,589.00"
7/19/2004,7/14/2008,Nonexempt,"47,958.94"
3/16/2019,10/5/2024,Nonexempt,"41,775.00"
10/25/2021,10/24/2022,Nonexempt,"55,856.24"
8/22/2005,12/8/2011,Nonexempt,"56,661.01"
5/8/2023,8/26/2024,Nonexempt,"51,580.00"
4/4/2005,4/4/2005,Nonexempt,"42,722.32"
12/18/2017,6/6/2020,Nonexempt,"47,958.76"
11/7/2020,2/28/2022,Nonexempt,"43,882.80"
9/9/2023,9/9/2023,Nonexempt,"46,589.00"
5/9/2016,5/9/2016,Nonexempt,"47,958.94"
2/8/1994,5/15/1996,Nonexempt,"60,051.64"
10/5/2015,10/5/2015,Nonexempt,"50,894.53"
7/8/2002,3/28/2022,Exempt,"84,797.51"
5/1/1987,10/25/2021,Exempt,"125,519.63"
5/18/2015,4/26/2021,Exempt,"178,302.56"
11/7/2020,2/24/2024,Exempt,"68,294.48"
8/29/2016,2/10/2024,Exempt,"59,382.09"
5/18/2024,5/18/2024,Nonexempt,20.08
8/20/2001,9/18/2017,Exempt,"53,439.13"
9/16/1987,5/15/1996,Nonexempt,25.27
5/18/2024,5/18/2024,Nonexempt,"58,217.51"
8/26/2023,8/26/2023,Nonexempt,"46,589.00"
5/26/2020,6/3/2023,Exempt,"59,771.25"
2/23/1996,4/8/2001,Nonexempt,"69,035.29"
4/3/2017,9/7/2024,Nonexempt,"55,152.78"
1/28/2008,3/14/2016,Nonexempt,"52,112.52"
4/2/2018,3/1/2021,Nonexempt,"47,958.76"
12/5/2022,12/5/2022,Nonexempt,"53,576.78"
9/23/2023,9/23/2023,Nonexempt,"41,774.67"
6/24/2013,3/26/2022,Exempt,"74,421.73"
6/20/2011,6/5/2021,Nonexempt,21.09
9/26/2020,9/26/2020,Nonexempt,"54,718.14"
5/8/2014,1/6/2020,Nonexempt,"53,991.54"
10/10/2016,2/25/2023,Nonexempt,"55,152.78"
9/9/2023,9/9/2023,Nonexempt,"46,589.00"
5/28/2019,10/24/2022,Nonexempt,"55,152.78"
1/2/2001,12/19/2011,Nonexempt,"60,824.55"
8/8/1995,12/8/2016,Exempt,"73,787.77"
4/18/2016,4/18/2016,Exempt,"95,415.31"
6/5/2006,5/22/2021,Nonexempt,"47,958.76"
3/9/2024,3/9/2024,Nonexempt,"53,576.72"
1/23/2015,9/9/2024,Nonexempt,"51,912.43"
5/11/2019,5/22/2021,Exempt,"56,207.33"
2/23/2016,11/8/2021,Nonexempt,"55,152.78"
10/24/2005,3/25/2023,Nonexempt,"58,067.86"
8/1/2022,8/1/2022,Nonexempt,"40,687.92"
10/7/2023,10/7/2023,Nonexempt,"41,774.67"
11/18/1996,7/1/2014,Nonexempt,"51,160.63"
10/15/1974,5/15/1996,Nonexempt,"86,635.92"
1/30/2012,4/13/2020,Exempt,"63,467.29"
8/10/2024,8/10/2024,Exempt,"59,393.00"
5/6/2023,5/6/2023,Nonexempt,"46,588.80"
7/25/2016,10/29/2018,Exempt,"63,610.22"
4/8/2005,5/18/2024,Nonexempt,"56,787.80"
9/12/2020,9/12/2020,Exempt,"70,311.17"
10/22/2022,10/22/2022,Exempt,"60,314.63"
1/7/2019,1/7/2019,Nonexempt,"43,882.93"
7/14/2008,12/8/2014,Nonexempt,"52,449.89"
12/21/2015,9/27/2021,Nonexempt,"43,882.80"
4/20/2024,4/20/2024,Nonexempt,"49,680.00"
6/23/2015,6/26/2017,Nonexempt,"55,302.32"
5/27/2008,5/27/2008,Nonexempt,"40,687.92"
6/21/2004,5/8/2021,Nonexempt,"60,115.55"
3/6/2017,6/3/2023,Nonexempt,"43,162.87"
2/19/2019,3/29/2021,Nonexempt,"48,270.40"
6/1/2007,11/5/2022,Exempt,"78,889.14"
10/5/2024,10/5/2024,Nonexempt,19.56
9/7/2024,9/7/2024,Nonexempt,19.56
5/8/2017,3/9/2024,Nonexempt,"55,152.78"
9/12/2022,9/12/2022,Nonexempt,"46,730.25"
4/11/2020,5/22/2021,Nonexempt,"46,588.96"
6/14/2004,3/20/2017,Exempt,"83,427.96"
1/7/2019,2/25/2023,Nonexempt,"55,152.78"
10/21/2023,10/21/2023,Nonexempt,"46,588.80"
3/23/2024,3/23/2024,Nonexempt,"49,680.00"
4/27/2019,4/25/2022,Nonexempt,"50,356.70"
7/15/2023,7/15/2023,Nonexempt,"46,588.80"
3/23/2024,3/23/2024,Nonexempt,"53,820.00"
9/27/2021,6/3/2024,Nonexempt,"53,577.32"
10/25/2021,10/24/2022,Nonexempt,"55,856.24"
8/20/2018,4/24/2021,Nonexempt,"53,712.13"
11/21/2022,11/21/2022,Nonexempt,"40,687.92"
5/6/2023,10/5/2024,Nonexempt,"50,624.00"
6/20/2020,12/2/2023,Nonexempt,"53,109.87"
12/10/2001,4/11/2005,Nonexempt,"61,017.43"
6/20/2023,10/9/2023,Nonexempt,"52,785.00"
1/1/1988,3/14/2022,Exempt,26.52
6/17/2013,7/1/2019,Exempt,"122,620.41"
9/23/2023,9/23/2023,Nonexempt,"56,407.50"
3/28/2022,12/2/2023,Nonexempt,"53,250.75"
12/3/2022,10/9/2023,Nonexempt,"53,820.00"
6/19/2017,6/19/2017,Exempt,"71,093.78"
8/30/2021,10/22/2022,Nonexempt,"55,097.41"
10/5/2015,10/5/2015,Nonexempt,"55,302.72"
7/17/2021,11/7/2022,Nonexempt,"54,800.72"
9/12/2022,10/9/2023,Nonexempt,"51,750.00"
10/13/1997,8/6/2018,Nonexempt,"55,637.54"
3/11/2023,10/5/2024,Nonexempt,"50,624.00"
4/16/2018,10/25/2021,Nonexempt,"40,687.92"
11/20/2000,4/3/2017,Exempt,"59,619.00"
7/6/2020,7/6/2020,Nonexempt,"41,231.30"
3/27/2006,4/25/2022,Exempt,"50,356.20"
10/12/2019,10/12/2019,Nonexempt,"47,958.94"
4/24/2021,4/24/2021,Nonexempt,"40,687.92"
8/26/2023,8/26/2023,Nonexempt,"46,589.00"
2/1/2020,4/22/2024,Nonexempt,"40,687.92"
7/1/2003,2/25/2023,Exempt,"54,601.58"
5/18/2024,5/18/2024,Nonexempt,"47,415.42"
2/8/2000,2/8/2000,Nonexempt,"40,687.92"
10/21/2023,10/21/2023,Nonexempt,"41,774.67"
7/5/2022,7/5/2022,Nonexempt,"46,588.80"
10/21/2023,10/21/2023,Nonexempt,"46,588.80"
5/20/2023,5/20/2023,Nonexempt,"46,588.80"
11/18/2013,1/4/2020,Nonexempt,"52,755.42"
1/1/1988,5/15/1996,Nonexempt,"49,020.73"
6/22/2009,4/27/2019,Nonexempt,"40,687.92"
10/26/2011,10/26/2011,Nonexempt,"40,687.92"
4/22/1996,2/24/1997,Nonexempt,"41,238.71"
7/1/2023,7/1/2023,Nonexempt,"40,687.92"
8/20/2018,4/24/2021,Nonexempt,"40,687.92"
5/9/2022,5/9/2022,Nonexempt,"40,687.92"
11/8/2021,7/13/2024,Nonexempt,"40,688.00"
7/23/2006,5/18/2024,Nonexempt,"40,687.92"
9/24/2012,12/6/2021,Nonexempt,"46,588.97"
4/13/2019,8/31/2020,Nonexempt,"47,958.76"
4/6/2024,5/18/2024,Nonexempt,"41,774.67"
2/27/2017,6/24/2019,Nonexempt,"47,958.94"
10/25/2021,10/25/2021,Nonexempt,"50,465.74"
6/23/2014,9/12/2020,Nonexempt,"54,064.73"
7/29/2023,4/22/2024,Nonexempt,"40,687.92"
5/23/2022,5/23/2022,Nonexempt,"40,687.92"
10/23/2015,10/23/2015,Nonexempt,"47,958.94"
7/15/2023,7/15/2023,Nonexempt,"41,774.67"
2/11/2023,2/11/2023,Nonexempt,"46,589.00"
11/13/2017,11/13/2017,Nonexempt,"47,958.94"
9/12/2020,9/12/2020,Nonexempt,"47,958.76"
3/4/2013,2/16/2016,Nonexempt,"47,958.94"
2/25/2013,2/25/2013,Nonexempt,"47,958.94"
10/9/2017,7/5/2022,Exempt,"73,812.04"
5/28/1996,4/8/2002,Exempt,"78,000.04"
7/9/2018,7/9/2018,Nonexempt,"47,958.94"
1/14/2013,7/1/2014,Nonexempt,"50,764.99"
12/10/2018,11/8/2021,Nonexempt,"46,588.97"
7/29/2023,7/29/2023,Nonexempt,"46,589.00"
1/9/2015,4/6/2024,Nonexempt,"55,152.78"
10/30/2017,10/30/2017,Nonexempt,"47,958.94"
7/18/2005,1/31/2022,Nonexempt,"46,588.97"
10/23/2017,10/23/2017,Nonexempt,"47,958.94"
7/20/2019,7/20/2019,Nonexempt,"47,958.94"
10/21/2023,10/21/2023,Nonexempt,"40,687.92"
3/28/2011,3/28/2011,Nonexempt,"47,958.94"
3/2/2019,3/2/2019,Nonexempt,20.08
9/23/2023,9/23/2023,Nonexempt,20.08
6/15/2024,6/15/2024,Nonexempt,20.08
6/15/2024,6/15/2024,Nonexempt,20.08
12/8/2003,10/21/2023,Nonexempt,20.08
1/12/2015,6/6/2020,Nonexempt,"47,958.76"
1/18/2008,3/28/2011,Nonexempt,"47,958.94"
9/8/2016,9/8/2016,Nonexempt,"47,958.94"
2/25/2023,2/25/2023,Nonexempt,"46,588.80"
4/13/2019,4/13/2019,Nonexempt,"47,958.94"
6/13/2016,12/10/2018,Nonexempt,"47,958.94"
9/21/2024,9/21/2024,Nonexempt,"41,775.00"
4/23/2015,4/23/2015,Nonexempt,"47,958.94"
6/8/2015,6/8/2015,Nonexempt,"52,112.52"
3/28/2020,7/15/2024,Nonexempt,"41,774.00"
4/24/2021,2/25/2023,Nonexempt,"46,588.80"
3/5/2018,9/7/2024,Nonexempt,24.34
6/25/2007,9/12/2022,Nonexempt,"41,839.88"
6/1/2012,1/8/2018,Exempt,"69,971.24"
3/6/1991,5/15/1996,Nonexempt,"61,552.15"
3/8/2005,6/25/2007,Nonexempt,"49,284.26"
11/6/2017,11/6/2017,Nonexempt,"47,958.94"
8/28/2017,4/13/2019,Nonexempt,"47,958.94"
6/3/2013,7/8/2014,Nonexempt,"47,958.94"
1/10/2000,1/10/2000,Nonexempt,"58,586.59"
10/8/2022,9/7/2024,Nonexempt,"41,775.00"
8/26/2023,8/26/2023,Nonexempt,"46,589.00"
5/23/1998,7/9/2007,Exempt,"74,109.55"
7/27/2024,7/27/2024,Nonexempt,"41,775.00"
8/26/2023,8/26/2023,Nonexempt,"46,589.00"
8/12/2023,8/12/2023,Nonexempt,"46,589.00"
1/2/1990,7/1/2011,Nonexempt,"73,525.85"
4/20/2024,4/20/2024,Nonexempt,"58,217.51"
6/25/2007,6/25/2007,Nonexempt,"49,284.26"
8/26/2023,8/26/2023,Nonexempt,"46,588.80"
3/14/2020,8/10/2024,Nonexempt,"41,231.30"
10/21/1999,3/26/2022,Exempt,"89,204.52"
9/9/2023,9/9/2023,Nonexempt,"46,588.80"
9/9/2023,9/9/2023,Nonexempt,"46,589.00"
7/5/1995,5/4/2024,Exempt,"120,236.55"
4/8/2023,8/14/2023,Nonexempt,"51,750.00"
5/23/1998,9/23/2002,Nonexempt,"50,245.47"
8/12/2023,8/12/2023,Nonexempt,"48,645.00"
5/23/2022,5/23/2022,Nonexempt,"40,687.92"
9/1/1989,5/15/1996,Nonexempt,"44,409.79"
2/27/2017,2/27/2017,Nonexempt,"40,687.92"
4/8/2002,10/23/2021,Exempt,"125,519.63"
5/3/2016,5/3/2016,Nonexempt,23.06
3/11/2013,7/5/2022,Exempt,"58,737.72"
6/10/2002,1/22/2019,Exempt,"62,562.59"
7/14/2008,8/27/2022,Exempt,"59,929.40"
5/8/2014,8/12/2023,Exempt,"59,801.73"
5/1/1990,5/23/2005,Exempt,"76,096.88"
6/11/2013,10/5/2024,Exempt,"63,424.82"
11/8/2016,11/8/2016,Nonexempt,"57,373.92"
12/11/2000,4/5/2010,Exempt,"61,395.13"
2/1/2020,3/27/2023,Nonexempt,"52,112.52"
7/18/2022,10/7/2024,Nonexempt,"50,877.12"
11/8/1999,7/8/2014,Exempt,"68,939.88"
9/23/2014,7/8/2019,Exempt,"56,207.33"
10/23/1992,7/1/2024,Exempt,"62,791.15"
10/24/2005,4/28/2014,Exempt,"61,395.13"
4/30/2018,4/30/2018,Exempt,"67,254.17"
2/25/2013,8/31/2020,Exempt,"65,468.07"
11/13/2017,10/26/2020,Exempt,"56,255.83"
9/9/2023,9/9/2023,Nonexempt,"46,589.00"
3/5/2018,2/25/2023,Nonexempt,"48,040.87"
5/23/2022,5/23/2022,Nonexempt,"40,687.92"
8/24/2024,8/24/2024,Nonexempt,"41,775.00"
8/10/1999,6/8/2011,Nonexempt,"67,352.07"
8/26/2023,8/26/2023,Nonexempt,"46,589.00"
7/20/2009,8/31/2020,Nonexempt,"47,958.76"
8/29/2022,4/10/2023,Nonexempt,"40,687.92"
3/4/2013,7/3/2023,Exempt,"59,393.48"
12/19/2011,12/19/2011,Nonexempt,"47,958.94"
6/7/2008,8/24/2015,Nonexempt,20.08
10/29/1992,8/31/2009,Nonexempt,"40,687.92"
6/20/2023,6/17/2024,Nonexempt,"53,536.00"
1/2/2024,1/2/2024,Nonexempt,20.08
2/27/2021,12/18/2021,Exempt,"56,255.61"
10/30/2017,3/30/2019,Nonexempt,21.26
8/1/2022,8/1/2022,Nonexempt,"40,687.92"
11/18/2023,11/18/2023,Nonexempt,"41,774.67"
5/27/2008,7/3/2023,Nonexempt,"55,685.67"
11/4/2023,11/4/2023,Nonexempt,"48,645.00"
5/18/2024,9/21/2024,Nonexempt,"46,891.00"
11/5/2022,3/13/2023,Nonexempt,"46,891.09"
5/27/2003,6/15/2024,Nonexempt,"46,890.68"
3/4/2013,3/4/2013,Nonexempt,"40,687.92"
1/21/2014,11/12/2019,Exempt,"56,207.33"
2/1/2020,2/1/2020,Exempt,"58,770.38"
12/23/2014,2/27/2021,Exempt,"58,877.19"
5/23/2003,1/1/2014,Nonexempt,"40,687.92"
4/9/2001,4/9/2022,Nonexempt,"40,687.92"
2/8/2007,4/28/2008,Nonexempt,"40,687.92"
1/30/2017,4/11/2022,Nonexempt,"40,687.92"
7/6/2007,10/10/2022,Nonexempt,"40,687.92"
2/28/2022,2/28/2022,Exempt,"53,631.11"
9/3/2019,9/3/2019,Nonexempt,"47,958.94"
6/25/2007,6/25/2007,Nonexempt,"49,284.26"
7/15/2013,2/16/2016,Nonexempt,"47,958.94"
1/13/2012,4/25/2020,Exempt,"67,783.86"
3/8/2000,9/21/2008,Nonexempt,"61,017.43"
6/20/2023,4/22/2024,Nonexempt,"46,791.11"
3/11/2023,8/14/2023,Nonexempt,"51,232.50"
6/15/2024,6/15/2024,Nonexempt,"40,687.92"
12/10/2001,2/19/2019,Nonexempt,"46,267.34"
4/25/1995,10/2/2017,Nonexempt,"52,698.61"
5/9/2022,5/9/2022,Nonexempt,19.56
12/8/1994,7/1/2004,Nonexempt,"54,402.26"
7/1/2024,7/1/2024,Nonexempt,"46,891.00"
5/1/2017,8/15/2020,Nonexempt,"41,231.30"
5/8/2014,5/8/2014,Nonexempt,"47,500.41"
12/7/2019,1/28/2023,Nonexempt,20.21
3/19/2012,2/24/2014,Exempt,"51,912.42"
1/16/2024,1/16/2024,Nonexempt,"46,890.68"
2/1/2005,2/1/2005,Nonexempt,20.08
11/4/2023,11/4/2023,Nonexempt,"47,415.99"
5/8/2014,9/22/2024,Exempt,"56,541.00"
7/1/1992,5/6/2023,Nonexempt,23.08
10/31/2005,10/31/2005,Nonexempt,"50,517.22"
1/16/1988,5/15/1996,Nonexempt,22.58
6/1/2024,6/1/2024,Nonexempt,"46,890.68"
12/8/2014,8/27/2022,Exempt,"59,929.40"
9/1/1981,1/23/2016,Nonexempt,"77,972.33"
2/13/1990,5/15/1996,Nonexempt,"61,552.13"
8/7/2017,6/15/2024,Exempt,"55,152.78"
6/20/2023,6/20/2023,Nonexempt,"41,231.30"
9/13/2021,9/13/2021,Nonexempt,"48,270.29"
1/28/2023,1/28/2023,Nonexempt,"43,292.86"
5/14/2018,5/14/2018,Nonexempt,"44,225.43"
7/8/1997,4/15/2019,Nonexempt,"47,958.94"
9/17/2001,1/8/2011,Exempt,"69,972.18"
6/23/2015,7/5/2022,Exempt,"61,739.32"
9/23/2023,9/23/2023,Nonexempt,"45,353.70"
8/8/2014,8/8/2014,Nonexempt,"47,958.94"
7/31/2017,2/16/2021,Exempt,"56,207.33"
3/3/2008,9/9/2023,Nonexempt,"47,415.42"
1/11/2016,1/21/2020,Exempt,"56,207.33"
10/1/2015,10/1/2015,Nonexempt,"50,894.53"
1/2/2012,1/2/2012,Exempt,"54,274.17"
10/31/2005,4/8/2023,Exempt,"78,441.70"
6/20/2023,9/9/2024,Nonexempt,"49,023.35"
7/18/2022,8/12/2024,Nonexempt,25.76
10/22/2022,10/22/2022,Nonexempt,"40,687.92"
8/29/2022,8/29/2022,Nonexempt,"40,687.92"
9/25/2013,9/23/2015,Nonexempt,"56,408.77"
7/28/2015,6/19/2021,Nonexempt,19.82
10/1/2014,10/1/2014,Nonexempt,"48,918.12"
6/3/2023,6/3/2023,Exempt,"52,645.43"
4/11/2022,10/8/2022,Nonexempt,"40,687.92"
1/23/2012,8/14/2023,Exempt,"84,187.88"
3/25/2013,9/12/2022,Exempt,"63,348.83"
5/6/2023,5/6/2023,Nonexempt,"46,588.80"
12/6/2021,5/9/2022,Nonexempt,"40,687.92"
7/6/2020,7/5/2022,Nonexempt,"46,588.80"
1/22/1989,6/2/2008,Exempt,"90,069.89"
10/1/1990,6/13/2016,Exempt,"79,546.27"
9/20/2021,8/26/2024,Nonexempt,"53,097.00"
1/10/2000,5/4/2024,Exempt,"77,454.87"
10/25/2010,5/18/2024,Exempt,"59,393.48"
7/24/2017,8/2/2021,Exempt,"59,195.88"
9/21/2024,9/21/2024,Nonexempt,19.56
10/21/2023,10/21/2023,Nonexempt,"49,680.00"
4/11/2022,4/11/2022,Nonexempt,"40,687.92"
5/23/2022,5/23/2022,Nonexempt,"40,687.92"
7/29/2023,7/29/2023,Nonexempt,"46,589.00"
1/28/2008,11/9/2015,Nonexempt,"52,112.52"
5/8/2017,5/8/2017,Nonexempt,"47,958.94"
8/3/2019,8/3/2019,Nonexempt,"47,958.94"
9/15/2014,10/7/2024,Exempt,"71,164.19"
4/25/2022,4/8/2023,Nonexempt,"40,687.92"
5/24/2005,7/18/2022,Nonexempt,"40,687.92"
7/16/1990,5/15/1996,Nonexempt,20.54
7/16/1989,5/4/2024,Exempt,"94,639.16"
10/28/2013,9/21/2024,Nonexempt,19.56
9/9/2023,9/9/2023,Nonexempt,"46,588.80"
9/3/2019,10/25/2021,Exempt,"47,958.76"
11/8/1999,7/5/2020,Nonexempt,"64,880.43"
3/1/1999,5/14/2012,Exempt,"68,939.89"
9/26/2020,9/26/2020,Exempt,"68,168.57"
11/7/2020,11/7/2020,Nonexempt,"52,994.64"
3/2/2019,3/2/2019,Nonexempt,"47,958.94"
1/19/2021,1/19/2021,Nonexempt,"51,714.09"
5/12/2008,5/6/2023,Exempt,"57,385.01"
2/20/2018,7/6/2021,Exempt,"66,041.57"
9/23/2014,8/16/2021,Nonexempt,"56,206.54"
9/9/2023,9/9/2023,Nonexempt,"40,687.92"
10/22/2022,10/22/2022,Nonexempt,"46,588.80"
9/7/2024,9/7/2024,Nonexempt,"41,775.00"
4/27/2019,4/27/2019,Nonexempt,"47,958.94"
5/8/2017,5/8/2017,Nonexempt,"47,958.94"
7/16/1989,5/15/1996,Nonexempt,20.54
10/22/2022,10/22/2022,Nonexempt,"40,687.92"
10/30/2017,7/29/2023,Exempt,"59,801.73"
9/11/2017,10/29/2018,Nonexempt,"47,958.94"
9/9/2023,9/9/2023,Nonexempt,"46,589.00"
6/4/2007,2/3/2024,Nonexempt,"70,361.23"
9/23/2014,7/22/2019,Nonexempt,"47,958.94"
3/23/2024,3/23/2024,Nonexempt,"49,680.00"
6/11/2013,11/4/2023,Nonexempt,"41,774.67"
10/5/1979,8/29/2016,Nonexempt,19.87
9/12/2020,8/12/2024,Exempt,"55,152.56"
12/20/2021,12/20/2021,Nonexempt,"46,759.59"
4/11/2022,4/11/2022,Nonexempt,"53,060.57"
12/19/2011,8/3/2019,Exempt,"61,225.95"
6/13/2011,8/29/2020,Nonexempt,"47,493.51"
7/17/2023,7/17/2023,Nonexempt,"40,687.92"
10/2/2006,8/26/2023,Nonexempt,"46,589.00"
7/5/2022,7/3/2023,Nonexempt,"46,589.00"
7/23/2001,7/23/2001,Nonexempt,"52,879.94"
10/22/2022,10/22/2022,Nonexempt,"46,588.80"
1/23/2015,1/23/2015,Nonexempt,"47,958.94"
11/7/2020,11/7/2020,Nonexempt,"52,994.64"
5/8/2017,5/8/2017,Nonexempt,"47,958.94"
11/19/2022,11/19/2022,Nonexempt,"53,577.31"
6/13/2016,4/25/2020,Nonexempt,"51,076.28"
11/18/2013,11/8/2021,Nonexempt,"52,112.52"
9/7/2024,9/7/2024,Nonexempt,19.56
1/20/2010,1/16/2024,Nonexempt,"51,609.49"
11/9/2016,9/23/2023,Nonexempt,"40,687.92"
11/23/2010,9/9/2024,Nonexempt,"55,152.56"
6/5/2006,12/8/2014,Nonexempt,"52,449.89"
11/18/2023,11/18/2023,Nonexempt,19.56
5/1/2017,5/1/2017,Nonexempt,"47,958.94"
6/22/2006,10/8/2022,Nonexempt,"40,687.92"
7/8/1997,10/25/2021,Exempt,"125,519.63"
6/25/2007,3/14/2016,Nonexempt,"52,112.52"
10/1/2014,3/9/2024,Exempt,"64,638.43"
6/5/2006,6/5/2006,Nonexempt,"40,687.92"
5/14/2018,8/27/2024,Nonexempt,"42,629.00"
8/23/2010,4/25/2023,Nonexempt,"50,624.08"
2/15/2022,3/9/2024,Nonexempt,"40,960.12"
8/8/2013,8/8/2013,Nonexempt,"43,882.93"
5/17/2004,5/11/2019,Nonexempt,"61,917.84"
9/24/2022,9/24/2022,Nonexempt,"40,687.92"
9/23/2015,9/23/2015,Nonexempt,"53,088.26"
1/5/2004,1/5/2004,Nonexempt,"43,882.93"
3/24/2014,11/5/2022,Nonexempt,"49,023.19"
4/11/2005,1/22/2018,Nonexempt,"52,112.52"
9/15/2011,4/13/2020,Exempt,"68,168.57"
3/27/2017,11/24/2020,Nonexempt,"42,748.08"
11/29/2006,11/29/2006,Nonexempt,"46,807.87"
3/27/2021,3/27/2021,Nonexempt,"43,882.93"
5/8/2021,2/15/2022,Nonexempt,"42,748.61"
2/5/2018,1/6/2020,Exempt,"61,968.56"
2/29/2020,11/7/2020,Nonexempt,"42,748.08"
